"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"990","P12970;V9GX35","P12970;V9GX35","P12970","8;2","8;2","8;2","60S ribosomal protein L7a OS=Mus musculus OX=10090 GN=Rpl7a PE=1 SV=2",2,8,8,8
"991","P13020;A0A0J9YUQ8;CON__Q3SX14","P13020;A0A0J9YUQ8;CON__Q3SX14","P13020;A0A0J9YUQ8","30;21;11","30;21;11","25;16;8","Gelsolin OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=3;Gelsolin (Fragment) OS=Mus musculus OX=10090 GN=Gsn PE=1 SV=1",3,30,30,25
"992","P14069","P14069","P14069","6","6","6","Protein S100-A6 OS=Mus musculus OX=10090 GN=S100a6 PE=1 SV=3",1,6,6,6
"993","P14094","P14094","P14094","8","8","5","Sodium/potassium-transporting ATPase subunit beta-1 OS=Mus musculus OX=10090 GN=Atp1b1 PE=1 SV=1",1,8,8,5
"994","P14106","P14106","P14106","1","1","1","Complement C1q subcomponent subunit B OS=Mus musculus OX=10090 GN=C1qb PE=1 SV=2",1,1,1,1
"995","P14115","P14115","P14115","4","4","4","60S ribosomal protein L27a OS=Mus musculus OX=10090 GN=Rpl27a PE=1 SV=5",1,4,4,4
"996","P14131","P14131","P14131","4","4","4","40S ribosomal protein S16 OS=Mus musculus OX=10090 GN=Rps16 PE=1 SV=4",1,4,4,4
"997","P14148;F6XI62","P14148;F6XI62","P14148;F6XI62","8;4","8;4","8;4","60S ribosomal protein L7 OS=Mus musculus OX=10090 GN=Rpl7 PE=1 SV=2;60S ribosomal protein L7 (Fragment) OS=Mus musculus OX=10090 GN=Rpl7 PE=1 SV=1",2,8,8,8
"998","P14152;A0A5F8MPN8;B1ATQ3","P14152;A0A5F8MPN8;B1ATQ3","P14152;A0A5F8MPN8","21;20;6","21;20;6","21;20;6","Malate dehydrogenase, cytoplasmic OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=3;Malate dehydrogenase OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=1",3,21,21,21
"999","P14206;A0A1L1SRW0;A0A1L1SUK3","P14206;A0A1L1SRW0;A0A1L1SUK3","P14206;A0A1L1SRW0","14;9;4","14;9;4","14;9;4","40S ribosomal protein SA OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=4;40S ribosomal protein SA (Fragment) OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=1",3,14,14,14
"1000","P14211","P14211","P14211","26","26","26","Calreticulin OS=Mus musculus OX=10090 GN=Calr PE=1 SV=1",1,26,26,26
"1001","P14246","P14246","P14246","1","1","1","Solute carrier family 2, facilitated glucose transporter member 2 OS=Mus musculus OX=10090 GN=Slc2a2 PE=1 SV=3",1,1,1,1
"1002","P14483;A0A494B9G5;P06346;P06345;P06344;P01921;P06343;P06342;A0A494B9U2","P14483;A0A494B9G5;P06346;P06345;P06344;P01921;P06343;P06342;A0A494B9U2","P14483;A0A494B9G5","8;5;3;3;3;3;2;2;1","8;5;3;3;3;3;2;2;1","7;4;3;3;3;2;1;2;1","H-2 class II histocompatibility antigen, A beta chain OS=Mus musculus OX=10090 GN=H2-Ab1 PE=1 SV=1;H-2 class II histocompatibility antigen, A-F beta chain (Fragment) OS=Mus musculus OX=10090 GN=H2-Ab1 PE=1 SV=1",9,8,8,7
"1003","P14602;D3YZ06","P14602;D3YZ06","P14602","5;2","5;2","5;2","Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3",2,5,5,5
"1004","P14685;F7B7L8","P14685;F7B7L8","P14685","4;1","4;1","4;1","26S proteasome non-ATPase regulatory subunit 3 OS=Mus musculus OX=10090 GN=Psmd3 PE=1 SV=3",2,4,4,4
"1005","P14733","P14733","P14733","29","29","25","Lamin-B1 OS=Mus musculus OX=10090 GN=Lmnb1 PE=1 SV=3",1,29,29,25
"1006","P14869;D3YVM5;S4R1N1","P14869;D3YVM5;S4R1N1","P14869","7;2;2","7;2;2","7;2;2","60S acidic ribosomal protein P0 OS=Mus musculus OX=10090 GN=Rplp0 PE=1 SV=3",3,7,7,7
"1007","P14901","P14901","P14901","1","1","1","Heme oxygenase 1 OS=Mus musculus OX=10090 GN=Hmox1 PE=1 SV=1",1,1,1,1
"1008","P15105","P15105","P15105","4","4","4","Glutamine synthetase OS=Mus musculus OX=10090 GN=Glul PE=1 SV=6",1,4,4,4
"1010","P15864;I7HFT9;Q07133","P15864;I7HFT9;Q07133","P15864","24;5;5","4;0;0","4;0;0","Histone H1.2 OS=Mus musculus OX=10090 GN=H1-2 PE=1 SV=2",3,24,4,4
"1011","P15947;A0A0U1RPN5;P15945;P00756;Q61759;P15946","P15947;A0A0U1RPN5;P15945;P00756;Q61759;P15946","P15947;A0A0U1RPN5","7;5;1;1;1;1","7;5;1;1;1;1","7;5;1;1;1;1","Kallikrein-1 OS=Mus musculus OX=10090 GN=Klk1 PE=1 SV=3;Kallikrein-1 (Fragment) OS=Mus musculus OX=10090 GN=Klk1 PE=1 SV=1",6,7,7,7
"1012","P16045;A0A2R8VHJ0","P16045;A0A2R8VHJ0","P16045","5;2","5;2","5;2","Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3",2,5,5,5
"1013","Q8C253;P16110","Q8C253;P16110","Q8C253;P16110","8;8","8;8","8;8","Galectin OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=1;Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3",2,8,8,8
"1014","P16125;D3Z7F0;A0A0N4SVV8","P16125;D3Z7F0;A0A0N4SVV8","P16125;D3Z7F0","19;11;8","19;11;8","17;9;6","L-lactate dehydrogenase B chain OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=2;L-lactate dehydrogenase (Fragment) OS=Mus musculus OX=10090 GN=Ldhb PE=1 SV=1",3,19,19,17
"1015","P16331;A0A1W2P781;A0A1W2P7X8;A0A1W2P6U4","P16331;A0A1W2P781;A0A1W2P7X8;A0A1W2P6U4","P16331","8;3;1;1","8;3;1;1","8;3;1;1","Phenylalanine-4-hydroxylase OS=Mus musculus OX=10090 GN=Pah PE=1 SV=4",4,8,8,8
"1016","P16332;A0A3B2WCT0","P16332;A0A3B2WCT0","P16332","12;3","12;3","12;3","Methylmalonyl-CoA mutase, mitochondrial OS=Mus musculus OX=10090 GN=Mmut PE=1 SV=2",2,12,12,12
"1017","P16406","P16406","P16406","1","1","1","Glutamyl aminopeptidase OS=Mus musculus OX=10090 GN=Enpep PE=1 SV=1",1,1,1,1
"1018","P16460","P16460","P16460","26","26","26","Argininosuccinate synthase OS=Mus musculus OX=10090 GN=Ass1 PE=1 SV=1",1,26,26,26
"1019","P16858;A0A0A0MQF6;S4R257;A0A1D5RLD8;S4R1W1;S4R1W8;V9GXA7;S4R1N5;A0A0R4J0X7;S4R2G5;Q64467;V9GX06","P16858;A0A0A0MQF6;S4R257;A0A1D5RLD8;S4R1W1;S4R1W8;V9GXA7;S4R1N5;A0A0R4J0X7;S4R2G5;Q64467;V9GX06","P16858;A0A0A0MQF6;S4R257;A0A1D5RLD8;S4R1W1","32;31;29;29;28;3;3;2;2;2;2;1","32;31;29;29;28;3;3;2;2;2;2;1","32;31;29;29;28;3;3;2;2;2;2;1","Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=2;Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=1;Glyceraldehyde-3-phosphate dehydrogenase (Fragment) OS=Mus musculus OX=10090 GN=Gapdh ",12,32,32,32
"1020","P17095;Q3TE85;A0A338P6E8;A0A338P6F6;A0A384DV79;A0A338P6G6;A0A338P6D0","P17095;Q3TE85;A0A338P6E8;A0A338P6F6;A0A384DV79;A0A338P6G6;A0A338P6D0","P17095;Q3TE85;A0A338P6E8;A0A338P6F6;A0A384DV79","6;5;4;4;3;2;2","6;5;4;4;3;2;2","6;5;4;4;3;2;2","High mobility group protein HMG-I/HMG-Y OS=Mus musculus OX=10090 GN=Hmga1 PE=1 SV=4;High mobility group protein HMG-I/HMG-Y OS=Mus musculus OX=10090 GN=Hmga1 PE=1 SV=1;High mobility group protein HMG-I/HMG-Y OS=Mus musculus OX=10090 GN=Hmga1 PE=1 SV=1;High",7,6,6,6
"1021","P17182;Q6PHC1;B0QZL1;B1ARR7;B1ARR6;A0A0N4SUX5;P17183;D3Z6E4;P21550;D3Z2S4;A0A0N4SUI6;D3YVD3;J3QPZ9;Q5SX59;A0A0N4SUW8;Q5SX61;Q5SX60","P17182;Q6PHC1;B0QZL1;B1ARR7;B1ARR6;A0A0N4SUX5;P17183;D3Z6E4;P21550;D3Z2S4;A0A0N4SUI6;D3YVD3;J3QPZ9;Q5SX59;A0A0N4SUW8;Q5SX61;Q5SX60","P17182;Q6PHC1","60;42;24;22;9;6;6;5;5;4;3;3;3;2;1;1;1","60;42;24;22;9;6;6;5;5;4;3;3;3;2;1;1;1","60;42;24;22;9;6;6;5;5;4;3;3;3;2;1;1;1","Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=3;Alpha-enolase OS=Mus musculus OX=10090 GN=Eno1 PE=1 SV=1",17,60,60,60
"1022","P17427;P17426;A0A0J9YUA7","P17427;P17426;A0A0J9YUA7","P17427;P17426","5;3;1","5;3;1","5;3;1","AP-2 complex subunit alpha-2 OS=Mus musculus OX=10090 GN=Ap2a2 PE=1 SV=2;AP-2 complex subunit alpha-1 OS=Mus musculus OX=10090 GN=Ap2a1 PE=1 SV=1",3,5,5,5
"1023","P17563;D6RHN2;Q63836;G3UWK0;A0A0R4J135;G3UZT2;G3UYY2","P17563;D6RHN2;Q63836;G3UWK0;A0A0R4J135;G3UZT2;G3UYY2","P17563;D6RHN2;Q63836","9;8;7;4;4;3;1","9;8;7;4;4;3;1","9;8;7;4;4;3;1","Methanethiol oxidase OS=Mus musculus OX=10090 GN=Selenbp1 PE=1 SV=2;Methanethiol oxidase OS=Mus musculus OX=10090 GN=Selenbp1 PE=1 SV=1;Selenium-binding protein 2 OS=Mus musculus OX=10090 GN=Selenbp2 PE=1 SV=2",7,9,9,9
"1024","P17665","P17665","P17665","3","3","3","Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus OX=10090 GN=Cox7c PE=1 SV=1",1,3,3,3
"1025","P17742;A0A1L1SST0;A0A1L1SRX5","P17742;A0A1L1SST0;A0A1L1SRX5","P17742;A0A1L1SST0","20;18;1","20;18;1","20;18;1","Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2;Peptidyl-prolyl cis-trans isomerase OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=1",3,20,20,20
"1026","P17751;H7BXC3","P17751;H7BXC3","P17751;H7BXC3","31;25","31;25","31;25","Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=4;Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=1",2,31,31,31
"1027","Q61696;P17879","Q61696;P17879","Q61696;P17879","8;8","3;3","3;3","Heat shock 70 kDa protein 1A OS=Mus musculus OX=10090 GN=Hspa1a PE=1 SV=2;Heat shock 70 kDa protein 1B OS=Mus musculus OX=10090 GN=Hspa1b PE=1 SV=3",2,8,3,3
"1028","P17918","P17918","P17918","3","3","3","Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2",1,3,3,3
"1029","P18608;A0A3B2W3M7","P18608;A0A3B2W3M7","P18608;A0A3B2W3M7","5;3","5;3","5;3","Non-histone chromosomal protein HMG-14 OS=Mus musculus OX=10090 GN=Hmgn1 PE=1 SV=2;Non-histone chromosomal protein HMG-14 OS=Mus musculus OX=10090 GN=Hmgn1 PE=1 SV=1",2,5,5,5
"1030","P18654;B1AXN9","P18654;B1AXN9","P18654;B1AXN9","3;2","3;2","3;2","Ribosomal protein S6 kinase alpha-3 OS=Mus musculus OX=10090 GN=Rps6ka3 PE=1 SV=2;Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Rps6ka3 PE=1 SV=1",2,3,3,3
"1031","P18760;F8WGL3;A0A494B9A7;P45591;A0A1Y7VJ71","P18760;F8WGL3;A0A494B9A7;P45591;A0A1Y7VJ71","P18760;F8WGL3;A0A494B9A7","19;16;13;5;1","19;16;13;5;1","17;14;11;3;1","Cofilin-1 OS=Mus musculus OX=10090 GN=Cfl1 PE=1 SV=3;Cofilin-1 OS=Mus musculus OX=10090 GN=Cfl1 PE=1 SV=1;Cofilin-1 OS=Mus musculus OX=10090 GN=Cfl1 PE=1 SV=1",5,19,19,17
"1032","P19157;A0A494BAW2;P46425;A0A494B908;A0A494BAS3;A0A494BAU3;A0A494BAM8","P19157;A0A494BAW2;P46425;A0A494B908;A0A494BAS3;A0A494BAU3;A0A494BAM8","P19157;A0A494BAW2;P46425","6;4;3;2;1;1;1","6;4;3;2;1;1;1","6;4;3;2;1;1;1","Glutathione S-transferase P 1 OS=Mus musculus OX=10090 GN=Gstp1 PE=1 SV=2;Glutathione S-transferase P 1 OS=Mus musculus OX=10090 GN=Gstp1 PE=3 SV=1;Glutathione S-transferase P 2 OS=Mus musculus OX=10090 GN=Gstp2 PE=1 SV=2",7,6,6,6
"1033","P19221;H7BX99","P19221;H7BX99","P19221","3;1","3;1","3;1","Prothrombin OS=Mus musculus OX=10090 GN=F2 PE=1 SV=1",2,3,3,3
"1034","P19253;A0A1B0GQW6;A0A1B0GSF0;A0A1B0GTA1;A0A1B0GS68;A0A1B0GSB2;A0A1B0GSQ6;A0A1B0GSL5;A0A1B0GSC2;A0A1B0GRH1;A0A1B0GT00","P19253;A0A1B0GQW6;A0A1B0GSF0;A0A1B0GTA1;A0A1B0GS68;A0A1B0GSB2;A0A1B0GSQ6;A0A1B0GSL5;A0A1B0GSC2;A0A1B0GRH1;A0A1B0GT00","P19253;A0A1B0GQW6;A0A1B0GSF0;A0A1B0GTA1;A0A1B0GS68;A0A1B0GSB2;A0A1B0GSQ6","4;3;3;3;3;2;2;1;1;1;1","4;3;3;3;3;2;2;1;1;1;1","4;3;3;3;3;2;2;1;1;1;1","60S ribosomal protein L13a OS=Mus musculus OX=10090 GN=Rpl13a PE=1 SV=4;60S ribosomal protein L13a (Fragment) OS=Mus musculus OX=10090 GN=Rpl13a PE=4 SV=2;60S ribosomal protein L13a OS=Mus musculus OX=10090 GN=Rpl13a PE=4 SV=1;60S ribosomal protein L13a (F",11,4,4,4
"1035","Q9D881;P19536;F7C106;A0A0A6YVR0","Q9D881;P19536;F7C106;A0A0A6YVR0","Q9D881;P19536","13;13;2;2","13;13;2;2","13;13;2;2","Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b-ps PE=1 SV=1;Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1",4,13,13,13
"1036","P19783;M0QWX7;D6RG40","P19783;M0QWX7;D6RG40","P19783","23;11;1","23;11;1","23;11;1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Mus musculus OX=10090 GN=Cox4i1 PE=1 SV=2",3,23,23,23
"1037","P19973","P19973","P19973","27","27","4","Lymphocyte-specific protein 1 OS=Mus musculus OX=10090 GN=Lsp1 PE=1 SV=2",1,27,27,4
"1038","P20029","P20029","P20029","36","35","35","Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3",1,36,35,35
"1039","P20060","P20060","P20060","10","10","10","Beta-hexosaminidase subunit beta OS=Mus musculus OX=10090 GN=Hexb PE=1 SV=2",1,10,10,10
"1040","P20065","P20065","P20065","6","6","6","Thymosin beta-4 OS=Mus musculus OX=10090 GN=Tmsb4x PE=1 SV=1",1,6,6,6
"1041","P20108","P20108","P20108","13","13","13","Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1",1,13,13,13
"1042","P20152;A0A0A6YWC8;A2AKJ2;G5E846;A0A2R8W6R6;G3X981;P15331;D3YZ35;CON__Q9H552;CON__Q9NSB2;CON__Q6ISB0;A0A0R4J036;P46660;P08553","P20152;A0A0A6YWC8;A2AKJ2;G5E846;A0A2R8W6R6;G3X981;P15331;D3YZ35;CON__Q9H552;CON__Q9NSB2;CON__Q6ISB0;A0A0R4J036;P46660;P08553","P20152;A0A0A6YWC8","44;38;15;2;2;2;2;1;1;1;1;1;1;1","44;38;15;2;2;2;2;1;1;1;1;1;1;1","40;34;13;1;1;1;1;0;0;0;0;0;0;0","Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=3;Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=1",14,44,44,40
"1043","P20491","P20491","P20491","4","4","4","High affinity immunoglobulin epsilon receptor subunit gamma OS=Mus musculus OX=10090 GN=Fcer1g PE=1 SV=1",1,4,4,4
"1044","P20918","P20918","P20918","19","19","19","Plasminogen OS=Mus musculus OX=10090 GN=Plg PE=1 SV=3",1,19,19,19
"1045","P20934","P20934","P20934","1","1","1","Protein EVI2A OS=Mus musculus OX=10090 GN=Evi2a PE=1 SV=2",1,1,1,1
"1046","P21278","P21278","P21278","2","2","1","Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1",1,2,2,1
"1047","P21279;P30677","P21279;P30677","P21279;P30677","2;1","1;0","1;0","Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus OX=10090 GN=Gnaq PE=1 SV=4;Guanine nucleotide-binding protein subunit alpha-14 OS=Mus musculus OX=10090 GN=Gna14 PE=1 SV=2",2,2,1,1
"1048","P21614;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229","P21614;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229","P21614","7;1;1","7;1;1","7;1;1","Vitamin D-binding protein OS=Mus musculus OX=10090 GN=Gc PE=1 SV=2",3,7,7,7
"1049","P21981;G3UXE8","P21981;G3UXE8","P21981","9;3","9;3","9;3","Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4",2,9,9,9
"1050","P22437","P22437","P22437","3","3","3","Prostaglandin G/H synthase 1 OS=Mus musculus OX=10090 GN=Ptgs1 PE=1 SV=1",1,3,3,3
"1051","P23116;A0A494B9I0","P23116;A0A494B9I0","P23116","15;2","15;2","15;2","Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus OX=10090 GN=Eif3a PE=1 SV=5",2,15,15,15
"1052","Q9DCC5;P23198;D3Z1A9;D3Z313","Q9DCC5;P23198;D3Z1A9;D3Z313","Q9DCC5;P23198","4;4;1;1","4;4;1;1","4;4;1;1","Cbx3 protein OS=Mus musculus OX=10090 GN=Cbx3 PE=1 SV=1;Chromobox protein homolog 3 OS=Mus musculus OX=10090 GN=Cbx3 PE=1 SV=2",4,4,4,4
"1053","Q543K9;P23492;Q9D8C9;A0A2I3BQH2","Q543K9;P23492;Q9D8C9;A0A2I3BQH2","Q543K9;P23492;Q9D8C9","3;3;2;1","3;3;2;1","3;3;2;1","Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=1;Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp PE=1 SV=2;Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp2 PE=1 SV=1",4,3,3,3
"1054","P24270;A2AL20","P24270;A2AL20","P24270;A2AL20","19;12","19;12","19;12","Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=4;Catalase OS=Mus musculus OX=10090 GN=Cat PE=1 SV=1",2,19,19,19
"1055","P24369","P24369","P24369","4","4","4","Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2",1,4,4,4
"1056","P24527","P24527","P24527","5","5","5","Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4",1,5,5,5
"1057","P24668","P24668","P24668","2","2","2","Cation-dependent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=M6pr PE=1 SV=1",1,2,2,2
"1058","P25799","P25799","P25799","1","1","1","Nuclear factor NF-kappa-B p105 subunit OS=Mus musculus OX=10090 GN=Nfkb1 PE=1 SV=2",1,1,1,1
"1059","P25911;P16277","P25911;P16277","P25911","6;1","6;1","6;1","Tyrosine-protein kinase Lyn OS=Mus musculus OX=10090 GN=Lyn PE=1 SV=4",2,6,6,6
"1060","P26039;E9PUM4;A0A1L1SQ51;Q8CDM9;A0A1L1SRI1;Q71LX4;A0A1L1SQP9;A2AIM2;F6S1V7;F6SX70","P26039;E9PUM4;A0A1L1SQ51;Q8CDM9;A0A1L1SRI1;Q71LX4;A0A1L1SQP9;A2AIM2;F6S1V7;F6SX70","P26039","78;8;8;7;7;7;6;4;2;1","78;8;8;7;7;7;6;4;2;1","78;8;8;7;7;7;6;4;2;1","Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2",10,78,78,78
"1061","P26040","P26040","P26040","26","18","17","Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=3",1,26,18,17
"1062","P26041","P26041","P26041","44","44","33","Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3",1,44,44,33
"1063","P26043;A0A5F8MPB9;Q7TSG6","P26043;A0A5F8MPB9;Q7TSG6","P26043;A0A5F8MPB9;Q7TSG6","20;19;12","8;8;2","8;8;2","Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=3;Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=1;Radixin OS=Mus musculus OX=10090 GN=Rdx PE=1 SV=1",3,20,8,8
"1064","P26151","P26151","P26151","1","1","1","High affinity immunoglobulin gamma Fc receptor I OS=Mus musculus OX=10090 GN=Fcgr1 PE=1 SV=1",1,1,1,1
"1065","P26231;E0CXB9;Q61301","P26231;E0CXB9;Q61301","P26231","5;1;1","5;1;1","5;1;1","Catenin alpha-1 OS=Mus musculus OX=10090 GN=Ctnna1 PE=1 SV=1",3,5,5,5
"1066","P26350;A0A087WP98;A0A087WPN6;A0A087WQN2","P26350;A0A087WP98;A0A087WPN6;A0A087WQN2","P26350;A0A087WP98;A0A087WPN6","11;6;6;4","11;6;6;4","11;6;6;4","Prothymosin alpha OS=Mus musculus OX=10090 GN=Ptma PE=1 SV=2;Prothymosin alpha OS=Mus musculus OX=10090 GN=Ptma PE=1 SV=1;Prothymosin alpha OS=Mus musculus OX=10090 GN=Ptma PE=1 SV=1",4,11,11,11
"1067","P26443;F7CFA5","P26443;F7CFA5","P26443","43;11","43;11","43;11","Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1",2,43,43,43
"1068","P26516","P26516","P26516","1","1","1","26S proteasome non-ATPase regulatory subunit 7 OS=Mus musculus OX=10090 GN=Psmd7 PE=1 SV=2",1,1,1,1
"1069","P26645","P26645","P26645","16","16","16","Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2",1,16,16,16
"1070","P26883","P26883","P26883","2","2","2","Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2",1,2,2,2
"1071","P27005","P27005","P27005","5","5","5","Protein S100-A8 OS=Mus musculus OX=10090 GN=S100a8 PE=1 SV=3",1,5,5,5
"1072","P27046","P27046","P27046","1","1","1","Alpha-mannosidase 2 OS=Mus musculus OX=10090 GN=Man2a1 PE=1 SV=2",1,1,1,1
"1073","P27546;A0A0G2JDN7;E9PZ43;A0A140T8T5;A0A0G2JFH2;A0A0G2JFT4;A0A0G2JG35;A0A0G2JFK3;A0A0G2JDY5;A0A0G2JE57;Q78TF3;A0A0G2JDU1","P27546;A0A0G2JDN7;E9PZ43;A0A140T8T5;A0A0G2JFH2;A0A0G2JFT4;A0A0G2JG35;A0A0G2JFK3;A0A0G2JDY5;A0A0G2JE57;Q78TF3;A0A0G2JDU1","P27546;A0A0G2JDN7;E9PZ43","20;10;10;8;8;6;6;3;3;1;1;1","20;10;10;8;8;6;6;3;3;1;1;1","20;10;10;8;8;6;6;3;3;1;1;1","Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3;Microtubule-associated protein OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=1;Microtubule-associated protein OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3",12,20,20,20
"1074","Q9D034;P27601","Q9D034;P27601","Q9D034;P27601","2;2","2;2","2;2","Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus OX=10090 GN=Gna13 PE=1 SV=1;Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus OX=10090 GN=Gna13 PE=1 SV=1",2,2,2,2
"1075","P27659;A0A2R8VHN4;Q9CQ09;E9PWZ3;A0A087WNS0;A0A087WQK0","P27659;A0A2R8VHN4;Q9CQ09;E9PWZ3;A0A087WNS0;A0A087WQK0","P27659;A0A2R8VHN4","5;3;2;2;1;1","5;3;2;2;1;1","5;3;2;2;1;1","60S ribosomal protein L3 OS=Mus musculus OX=10090 GN=Rpl3 PE=1 SV=3;60S ribosomal protein L3 (Fragment) OS=Mus musculus OX=10090 GN=Rpl3 PE=1 SV=1",6,5,5,5
"1076","P27661","P27661","P27661","12","1","1","Histone H2AX OS=Mus musculus OX=10090 GN=H2ax PE=1 SV=2",1,12,1,1
"1077","P27773;F6Q404","P27773;F6Q404","P27773","53;13","53;13","53;13","Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2",2,53,53,53
"1078","P28271;Q811J3","P28271;Q811J3","P28271","7;2","7;2","7;2","Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3",2,7,7,7
"1079","P28474;A0A0G2JGS3","P28474;A0A0G2JGS3","P28474","8;1","8;1","8;1","Alcohol dehydrogenase class-3 OS=Mus musculus OX=10090 GN=Adh5 PE=1 SV=3",2,8,8,8
"1080","Q3TF41;Q8BSH9;P28656","Q3TF41;Q8BSH9;P28656","Q3TF41;Q8BSH9;P28656","4;4;4","3;3;3","3;3;3","Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=1;Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=1;Nucleosome assembly protein 1-like 1 OS=Mus musculus OX=10090 GN=Nap1l1 PE=1 SV=2",3,4,3,3
"1081","P28658","P28658","P28658","1","1","1","Ataxin-10 OS=Mus musculus OX=10090 GN=Atxn10 PE=1 SV=2",1,1,1,1
"1082","P28665;P28666;A0A0N4SVU1","P28665;P28666;A0A0N4SVU1","P28665;P28666","5;3;2","5;3;2","5;3;2","Murinoglobulin-1 OS=Mus musculus OX=10090 GN=Mug1 PE=1 SV=3;Murinoglobulin-2 OS=Mus musculus OX=10090 GN=Mug2 PE=1 SV=2",3,5,5,5
"1083","P28667","P28667","P28667","4","4","4","MARCKS-related protein OS=Mus musculus OX=10090 GN=Marcksl1 PE=1 SV=2",1,4,4,4
"1084","Q3U9N4;P28798;H3BJE0;H3BJ90;H3BLC9","Q3U9N4;P28798;H3BJE0;H3BJ90;H3BLC9","Q3U9N4;P28798","13;13;6;3;1","13;13;6;3;1","13;13;6;3;1","Progranulin OS=Mus musculus OX=10090 GN=Grn PE=1 SV=1;Progranulin OS=Mus musculus OX=10090 GN=Grn PE=1 SV=2",5,13,13,13
