Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AS_G0_A	Peptides AS_G0_B	Peptides AS_G0_C	Peptides AS_G1_A	Peptides AS_G1_B	Peptides AS_G1_C	Peptides WT_G0_A	Peptides WT_G0_B	Peptides WT_G0_C	Razor + unique peptides AS_G0_A	Razor + unique peptides AS_G0_B	Razor + unique peptides AS_G0_C	Razor + unique peptides AS_G1_A	Razor + unique peptides AS_G1_B	Razor + unique peptides AS_G1_C	Razor + unique peptides WT_G0_A	Razor + unique peptides WT_G0_B	Razor + unique peptides WT_G0_C	Unique peptides AS_G0_A	Unique peptides AS_G0_B	Unique peptides AS_G0_C	Unique peptides AS_G1_A	Unique peptides AS_G1_B	Unique peptides AS_G1_C	Unique peptides WT_G0_A	Unique peptides WT_G0_B	Unique peptides WT_G0_C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type AS_G0_A	Identification type AS_G0_B	Identification type AS_G0_C	Identification type AS_G1_A	Identification type AS_G1_B	Identification type AS_G1_C	Identification type WT_G0_A	Identification type WT_G0_B	Identification type WT_G0_C	Sequence coverage AS_G0_A [%]	Sequence coverage AS_G0_B [%]	Sequence coverage AS_G0_C [%]	Sequence coverage AS_G1_A [%]	Sequence coverage AS_G1_B [%]	Sequence coverage AS_G1_C [%]	Sequence coverage WT_G0_A [%]	Sequence coverage WT_G0_B [%]	Sequence coverage WT_G0_C [%]	Intensity	Intensity AS_G0_A	Intensity AS_G0_B	Intensity AS_G0_C	Intensity AS_G1_A	Intensity AS_G1_B	Intensity AS_G1_C	Intensity WT_G0_A	Intensity WT_G0_B	Intensity WT_G0_C	iBAQ	iBAQ AS_G0_A	iBAQ AS_G0_B	iBAQ AS_G0_C	iBAQ AS_G1_A	iBAQ AS_G1_B	iBAQ AS_G1_C	iBAQ WT_G0_A	iBAQ WT_G0_B	iBAQ WT_G0_C	LFQ intensity AS_G0_A	LFQ intensity AS_G0_B	LFQ intensity AS_G0_C	LFQ intensity AS_G1_A	LFQ intensity AS_G1_B	LFQ intensity AS_G1_C	LFQ intensity WT_G0_A	LFQ intensity WT_G0_B	LFQ intensity WT_G0_C	MS/MS count AS_G0_A	MS/MS count AS_G0_B	MS/MS count AS_G0_C	MS/MS count AS_G1_A	MS/MS count AS_G1_B	MS/MS count AS_G1_C	MS/MS count WT_G0_A	MS/MS count WT_G0_B	MS/MS count WT_G0_C	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9QZZ6	Q9QZZ6	1	1	1	Dermatopontin	Dpt	Dermatopontin OS=Mus musculus OX=10090 GN=Dpt PE=1 SV=1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.5	6.5	6.5	23.995	201	201	0.0031717	6.9464			By MS/MS							0	0	6.5	0	0	0	0	0	0	2541100	0	0	2541100	0	0	0	0	0	0	317640	0	0	317640	0	0	0	0	0	0	0	0	3489200	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1				2363	2274	True	2321	14040	8284	8284		
Q9R0A0	Q9R0A0	1	1	1	Peroxisomal membrane protein PEX14	Pex14	Peroxisomal membrane protein PEX14 OS=Mus musculus OX=10090 GN=Pex14 PE=1 SV=1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	1	3.7	3.7	3.7	41.207	376	376	0.0069055	6.5664	By MS/MS		By matching					By matching	By matching	3.7	0	3.7	0	0	0	0	3.7	3.7	21639000	5273200	0	2555500	0	0	0	0	5618100	8191800	1442600	351550	0	170370	0	0	0	0	374540	546120	0	0	0	0	0	0	0	0	5404400	1	0	0	0	0	0	0	0	0	1				2364	8507	True	8668	52112;52113;52114;52115	29506	29506		
Q9R0H0;A2A848	Q9R0H0;A2A848	27;19	27;19	27;19	Peroxisomal acyl-coenzyme A oxidase 1	Acox1	Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=5;Peroxisomal acyl-coenzyme A oxidase 1 (Fragment) OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=1	2	27	27	27	9	11	8	11	5	4	16	26	22	9	11	8	11	5	4	16	26	22	9	11	8	11	5	4	16	26	22	45.5	45.5	45.5	74.648	661	661;625	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.9	17.9	14.7	25.3	9.4	8	26.9	45.1	31.3	1363000000	78894000	30431000	22904000	22348000	5927900	4556600	77472000	334040000	786410000	40088000	2320400	895040	673640	657290	174350	134020	2278600	9824700	23130000	58303000	65457000	26723000	111610000	46456000	40611000	471580000	253830000	529030000	2	4	1	4	1	1	11	29	23	76				2365	52;53;228;347;1544;3525;3950;3951;4121;4417;4418;4961;5739;6857;7316;8703;8713;9250;9251;9709;11214;11529;11912;13003;13094;14579;14740	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	52;53;233;354;1574;3596;4026;4027;4198;4497;4498;5053;5841;6995;7461;8866;8876;9464;9465;9466;9947;11488;11808;12198;13309;13401;14911;15074	257;258;259;260;261;262;263;264;265;266;267;268;269;270;271;272;273;274;275;1349;2077;2078;2079;9528;9529;9530;9531;21508;21509;24178;24179;24180;24181;24182;24183;24184;24185;24186;25195;25196;25197;26738;26739;26740;26741;26742;26743;26744;29622;29623;29624;29625;34218;34219;34220;34221;34222;34223;34224;41764;41765;41766;41767;41768;44857;44858;44859;44860;44861;44862;44863;44864;44865;44866;44867;53200;53201;53202;53203;53204;53205;53206;53207;53208;53255;53256;53257;56623;56624;56625;56626;56627;56628;56629;56630;56631;56632;56633;56634;56635;59491;59492;59493;68626;68627;68628;68629;68630;70471;70472;70473;70474;70475;70476;70477;70478;72807;72808;72809;72810;72811;72812;72813;72814;72815;72816;72817;72818;72819;72820;72821;72822;72823;79471;80070;89186;89187;90136;90137;90138	152;153;154;155;156;157;158;159;160;161;162;163;164;165;773;1205;5488;12659;12660;12661;14186;14187;14188;14189;14190;14191;14718;15580;15581;15582;15583;15584;17182;17183;19740;19741;24031;24032;24033;24034;25583;25584;25585;30102;30103;30104;30105;30126;30127;32027;32028;32029;32030;32031;32032;32033;32034;33665;33666;33667;38936;38937;40000;40001;40002;40003;40004;41281;41282;41283;41284;41285;45292;45638;50940;50941;51482	154;157;773;1205;5488;12660;14186;14191;14718;15583;15584;17183;19741;24034;25584;30105;30126;32029;32033;33666;38937;40001;41281;45292;45638;50941;51482	296	1
Q9R0M5	Q9R0M5	2	2	2	Thiamin pyrophosphokinase 1	Tpk1	Thiamin pyrophosphokinase 1 OS=Mus musculus OX=10090 GN=Tpk1 PE=1 SV=1	1	2	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	15.6	15.6	15.6	27.068	243	243	0	15.316								By MS/MS		0	0	0	0	0	0	0	15.6	0	3323900	0	0	0	0	0	0	0	3323900	0	332390	0	0	0	0	0	0	0	332390	0	0	0	0	0	0	0	0	2503200	0	0	0	0	0	0	0	0	2	0	2				2366	319;4010	True;True	326;4086	1888;24582	1103;14388	1103;14388		
Q9R0P5	Q9R0P5	6	4	4	Destrin	Dstn	Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3	1	6	4	4	5	2	3	3	3	3	3	4	4	3	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	3	2	37.6	30.3	30.3	18.521	165	165	0	40.639	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.9	14.5	14.5	14.5	14.5	14.5	14.5	25.5	19.4	122000000	23854000	8392500	15861000	14379000	1818700	2477000	770020	31913000	22531000	11091000	2168500	762950	1441900	1307200	165340	225180	70001	2901200	2048200	18854000	0	0	0	0	0	0	28834000	15064000	2	1	1	1	1	1	1	3	1	12				2367	1577;5667;6084;9131;9132;14570	True;True;True;False;False;True	1609;5769;6196;9328;9329;14902	9757;9758;9759;9760;9761;9762;9763;9764;9765;33830;36597;36598;36599;55846;55847;55848;55849;55850;55851;55852;55853;55854;55855;55856;55857;55858;55859;55860;55861;89143	5652;5653;5654;5655;5656;5657;5658;5659;5660;19533;21018;31598;31599;31600;31601;50911	5654;19533;21018;31599;31600;50911		
Q9R0Q6	Q9R0Q6	2	2	2	Actin-related protein 2/3 complex subunit 1A	Arpc1a	Actin-related protein 2/3 complex subunit 1A OS=Mus musculus OX=10090 GN=Arpc1a PE=1 SV=1	1	2	2	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	1	11.4	11.4	11.4	41.626	370	370	0	12.421								By MS/MS	By matching	0	0	0	0	0	0	0	11.4	2.7	9588200	0	0	0	0	0	0	0	3815800	5772300	456580	0	0	0	0	0	0	0	181710	274870	0	0	0	0	0	0	0	2873700	0	0	0	0	0	0	0	0	1	0	1				2368	1766;12835	True;True	1799;13138	10799;78566;78567	6280;44788	6280;44788		
Q9R0X4;Q32MW3	Q9R0X4;Q32MW3	6;4	6;4	6;4	Acyl-coenzyme A thioesterase 9, mitochondrial;Acyl-coenzyme A thioesterase 10, mitochondrial	Acot9;Acot10	Acyl-coenzyme A thioesterase 9, mitochondrial OS=Mus musculus OX=10090 GN=Acot9 PE=1 SV=1;Acyl-coenzyme A thioesterase 10, mitochondrial OS=Mus musculus OX=10090 GN=Acot10 PE=2 SV=1	2	6	6	6	5	4	5	5	1	4	4	6	5	5	4	5	5	1	4	4	6	5	5	4	5	5	1	4	4	6	5	11.6	11.6	11.6	50.56	439	439;439	0	42.384	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	9.3	6.8	11.6	11.4	2.3	9.3	9.1	11.6	11.6	88436000	8331700	3925800	14587000	5136100	214370	2078600	2119700	24205000	27838000	3275400	308580	145400	540270	190230	7939.6	76984	78509	896470	1031000	8329100	10950000	25313000	12044000	0	16018000	12106000	16239000	16731000	0	0	2	0	0	0	0	4	2	8				2369	3583;5879;6648;7185;10645;11799	True;True;True;True;True;True	3656;5989;6780;7328;10904;12084	21921;21922;21923;21924;21925;21926;21927;21928;21929;21930;35272;35273;35274;35275;35276;40374;40375;40376;40377;40378;40379;40380;44036;44037;44038;44039;44040;44041;44042;65082;65083;65084;65085;65086;72172;72173;72174;72175;72176;72177;72178	12925;12926;12927;20327;23267;23268;25200;36751;40946	12927;20327;23267;25200;36751;40946		
Z4YN97;Q9R0Y5	Z4YN97;Q9R0Y5	1;1	1;1	1;1	Adenylate kinase isoenzyme 1	Ak1	Adenylate kinase isoenzyme 1 (Fragment) OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1;Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	20.2	20.2	20.2	9.541	89	89;194	0.0044563	6.8216								By MS/MS		0	0	0	0	0	0	0	20.2	0	1776700	0	0	0	0	0	0	0	1776700	0	355340	0	0	0	0	0	0	0	355340	0	0	0	0	0	0	0	0	1338000	0	0	0	0	0	0	0	0	1	0	1				2370	6210	True	6326	37460	21542	21542		
Q9R112;H3BLH2;F6ZKZ3	Q9R112;H3BLH2;F6ZKZ3	2;1;1	2;1;1	2;1;1	Sulfide:quinone oxidoreductase, mitochondrial	Sqrdl	Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Sqor PE=1 SV=3;Sulfide:quinone oxidoreductase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Sqor PE=1 SV=1;Sulfide:quinone oxidoreductase, mitochondrial OS=Mus musculus OX=10	3	2	2	2	2	2	2	1	1	1	0	2	1	2	2	2	1	1	1	0	2	1	2	2	2	1	1	1	0	2	1	5.8	5.8	5.8	50.282	450	450;193;300	0	40.59	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	5.8	5.8	5.8	3.1	3.1	3.1	0	5.8	3.1	52815000	11572000	6080900	9051200	2512700	577410	672990	0	10286000	12062000	1821200	399030	209690	312110	86646	19911	23206	0	354700	415930	9934700	13544000	12828000	0	0	0	0	9290700	0	2	1	1	1	1	1	0	1	1	9				2371	12368;13357	True;True	12661;13667	75614;75615;75616;75617;75618;75619;75620;75621;81682;81683;81684;81685	42990;42991;42992;42993;42994;42995;42996;42997;46580	42990;46580		
Q9R190	Q9R190	1	1	1	Metastasis-associated protein MTA2	Mta2	Metastasis-associated protein MTA2 OS=Mus musculus OX=10090 GN=Mta2 PE=1 SV=1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	2.2	2.2	2.2	75.029	668	668	0.002065	9.9556	By MS/MS		By matching	By MS/MS				By MS/MS		2.2	0	2.2	2.2	0	0	0	2.2	0	4082700	1448200	0	1312100	0	0	0	0	1322400	0	102070	36205	0	32802	0	0	0	0	33060	0	0	0	0	0	0	0	0	995880	0	1	0	0	1	0	0	0	1	0	3				2372	2657	True	2712	16432;16433;16434;16435	9742;9743;9744	9742		
Q9R1J0	Q9R1J0	1	1	1	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	Nsdhl	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Nsdhl PE=1 SV=1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	2.8	2.8	2.8	40.685	362	362	0.0069838	6.6625	By matching							By matching	By MS/MS	2.8	0	0	0	0	0	0	2.8	2.8	13939000	2974200	0	0	0	0	0	0	4013500	6951700	774410	165230	0	0	0	0	0	0	222970	386200	0	0	0	0	0	0	0	0	4586300	0	0	0	0	0	0	0	0	1	1				2373	9009	True	9187	54993;54994;54995	31123	31123		
Q9R1P3	Q9R1P3	2	2	2	Proteasome subunit beta type-2	Psmb2	Proteasome subunit beta type-2 OS=Mus musculus OX=10090 GN=Psmb2 PE=1 SV=1	1	2	2	2	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	10.9	10.9	10.9	22.906	201	201	0.00053996	11.568	By MS/MS	By matching	By matching	By matching	By matching	By matching		By MS/MS	By matching	10.9	3.5	3.5	3.5	3.5	3.5	0	3.5	3.5	27876000	11223000	1603400	4343100	1263100	166190	445240	0	4404200	4428300	2787600	1122300	160340	434310	126310	16619	44524	0	440420	442830	11223000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2				2374	9576;9652	True;True	9813;9890	58563;59094;59095;59096;59097;59098;59099;59100;59101	33100;33404	33100;33404		
Q9R1P4;A0A1B0GS70	Q9R1P4;A0A1B0GS70	7;4	7;4	7;4	Proteasome subunit alpha type-1	Psma1	Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1;Proteasome endopeptidase complex OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1	2	7	7	7	7	3	6	3	2	2	3	7	6	7	3	6	3	2	2	3	7	6	7	3	6	3	2	2	3	7	6	28.5	28.5	28.5	29.546	263	263;238	0	101.21	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	28.5	17.1	24	22.4	16.7	16.7	17.1	28.5	19.4	538430000	234310000	18353000	73407000	19279000	2873100	2821100	5169100	103120000	79102000	29913000	13017000	1019600	4078200	1071000	159620	156730	287170	5729100	4394500	183280000	41524000	84903000	62893000	36430000	39694000	28442000	75379000	42488000	8	1	3	4	1	0	1	7	3	28				2375	1184;1440;1441;6170;6924;9056;9806	True;True;True;True;True;True;True	1204;1469;1470;1471;6286;7062;9240;10050	7233;7234;7235;7236;7237;7238;7239;7240;7241;7242;7243;8823;8824;8825;8826;8827;8828;8829;8830;8831;8832;8833;8834;8835;8836;8837;8838;8839;8840;8841;37168;37169;37170;42208;42209;42210;42211;42212;42213;42214;42215;42216;42217;55261;55262;55263;55264;60111;60112;60113;60114;60115;60116;60117	4187;4188;4189;4190;4191;5081;5082;5083;5084;5085;5086;5087;5088;5089;5090;5091;5092;21365;24262;24263;24264;31273;34048;34049;34050;34051;34052;34053	4188;5081;5084;21365;24263;31273;34053	297	261
Q9R1T2	Q9R1T2	2	2	2	SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed	Sae1	SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1	1	2	2	2	1	0	1	1	0	0	0	2	1	1	0	1	1	0	0	0	2	1	1	0	1	1	0	0	0	2	1	10.6	10.6	10.6	38.62	350	350	0	21.519	By MS/MS		By MS/MS	By MS/MS				By MS/MS	By MS/MS	6.9	0	6.9	6.9	0	0	0	10.6	6.9	23656000	9658900	0	4279600	1750900	0	0	0	3649800	4316500	985660	402450	0	178320	72953	0	0	0	152080	179860	0	0	0	0	0	0	0	0	2847800	1	0	1	1	0	0	0	2	1	6				2376	13544;14238	True;True	13860;14565	82934;82935;82936;82937;82938;87139	47420;47421;47422;47423;47424;49809	47420;49809		
Q9R1T4	Q9R1T4	3	3	3	Septin-6	Sept6	Septin-6 OS=Mus musculus OX=10090 GN=Septin6 PE=1 SV=4	1	3	3	3	2	1	2	0	0	0	1	3	3	2	1	2	0	0	0	1	3	3	2	1	2	0	0	0	1	3	3	7.8	7.8	7.8	49.619	434	434	0	24.03	By MS/MS	By matching	By MS/MS				By matching	By MS/MS	By MS/MS	5.1	4.8	5.1	0	0	0	4.8	7.8	7.8	52470000	11673000	1205000	5293900	0	0	0	351270	21896000	12051000	2623500	583670	60248	264690	0	0	0	17563	1094800	602560	9911500	0	8561800	0	0	0	0	14925000	9984100	1	0	1	0	0	0	0	3	1	6				2377	26;2182;6884	True;True;True	26;2225;7022	132;133;134;135;136;137;13491;13492;41923;41924;41925;41926;41927;41928	79;80;81;7966;24116;24117	81;7966;24116		
Q9WTI7	Q9WTI7	2	2	2	Unconventional myosin-Ic	Myo1c	Unconventional myosin-Ic OS=Mus musculus OX=10090 GN=Myo1c PE=1 SV=2	1	2	2	2	1	1	2	2	0	1	0	2	0	1	1	2	2	0	1	0	2	0	1	1	2	2	0	1	0	2	0	3.4	3.4	3.4	121.94	1063	1063	0	14.927	By matching	By MS/MS	By MS/MS	By MS/MS		By matching		By MS/MS		1.4	1.4	3.4	3.4	0	2	0	3.4	0	11866000	1003800	0	2632400	1962600	0	447020	0	5819800	0	208170	17611	0	46183	34432	0	7842.5	0	102100	0	0	0	3681500	5610100	0	0	0	4490200	0	0	1	1	1	0	0	0	2	0	5				2378	8250;14001	True;True	8409;14324	50614;50615;50616;50617;50618;85773;85774;85775;85776	28706;28707;28708;49046;49047	28707;49047		
Q9WTP6;F7BP55	Q9WTP6	17;5	17;5	17;5	Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed	Ak2	Adenylate kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Ak2 PE=1 SV=5	2	17	17	17	7	9	12	7	3	6	11	16	17	7	9	12	7	3	6	11	16	17	7	9	12	7	3	6	11	16	17	61.5	61.5	61.5	26.468	239	239;72	0	205.29	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	39.7	51.9	57.3	39.7	18.8	39.7	54	57.7	61.5	1053100000	101130000	33050000	69137000	20900000	4922700	7005300	28610000	307400000	480920000	75220000	7223400	2360700	4938300	1492800	351620	500380	2043600	21957000	34352000	87756000	88109000	83472000	81753000	77410000	77119000	183180000	246830000	258040000	3	5	3	3	1	1	3	25	18	62				2379	1300;1301;1367;1368;1873;1874;6741;7459;7668;7669;9540;9667;10047;10048;10049;12344;13049	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1324;1325;1396;1397;1909;1910;6875;7606;7819;7820;9777;9905;10296;10297;10298;12637;13356	7964;7965;7966;7967;7968;7969;7970;7971;7972;7973;7974;7975;7976;7977;7978;7979;7980;7981;7982;7983;7984;7985;7986;7987;8453;8454;8455;8456;8457;8458;8459;8460;8461;8462;11580;11581;11582;11583;11584;11585;11586;11587;11588;11589;11590;11591;11592;11593;11594;11595;11596;11597;11598;11599;40984;45857;45858;45859;45860;45861;45862;47218;47219;47220;47221;47222;47223;47224;47225;47226;47227;47228;47229;47230;47231;58385;58386;58387;58388;59210;59211;59212;59213;59214;59215;61676;61677;61678;61679;61680;61681;61682;61683;61684;61685;61686;61687;61688;61689;75484;75485;75486;75487;75488;75489;75490;75491;75492;79772;79773;79774;79775;79776;79777	4577;4578;4579;4580;4581;4582;4870;4871;4872;4873;4874;6778;6779;6780;6781;6782;6783;6784;6785;6786;6787;6788;6789;6790;6791;23598;26072;26073;26838;26839;26840;26841;26842;26843;26844;26845;26846;26847;26848;26849;33007;33008;33486;33487;33488;33489;34957;34958;34959;34960;34961;34962;34963;42908;42909;42910;42911;42912;42913;42914;45460;45461;45462	4579;4582;4870;4872;6780;6791;23598;26073;26845;26849;33007;33489;34957;34958;34962;42913;45462		
Q9WTP7;F6RP11	Q9WTP7	16;4	16;4	16;4	GTP:AMP phosphotransferase AK3, mitochondrial	Ak3	GTP:AMP phosphotransferase AK3, mitochondrial OS=Mus musculus OX=10090 GN=Ak3 PE=1 SV=3	2	16	16	16	8	5	8	7	4	4	9	16	15	8	5	8	7	4	4	9	16	15	8	5	8	7	4	4	9	16	15	67	67	67	25.426	227	227;65	0	146.96	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	48	30	48	41.9	22	18.9	44.1	67	63	588460000	32221000	18299000	30974000	14634000	2722200	1718700	20550000	152900000	314440000	34615000	1895300	1076400	1822000	860840	160130	101100	1208800	8994200	18497000	31897000	37159000	39004000	44672000	31624000	17396000	136900000	110190000	195330000	1	1	3	3	0	1	7	15	19	50				2380	1858;1977;1978;3190;5753;8062;8063;8254;10373;12573;12574;12875;12908;13215;14445;14485	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1893;1894;2014;2015;3254;5855;8220;8221;8413;10628;12872;12873;13178;13211;13523;14775;14815	11480;11481;11482;11483;11484;11485;11486;11487;11488;11489;11490;11491;11492;11493;11494;11495;12176;12177;12178;12179;12180;12181;12182;12183;12184;12185;12186;19527;19528;19529;19530;19531;19532;19533;19534;19535;34319;49505;49506;49507;49508;49509;49510;49511;49512;49513;49514;49515;49516;50633;50634;50635;50636;50637;63562;63563;63564;63565;76995;76996;76997;76998;76999;77000;77001;77002;77003;77004;78743;78744;78745;78908;78909;78910;80815;80816;88356;88357;88358;88359;88360;88361;88611;88612;88613;88614;88615;88616;88617;88618	6722;6723;6724;6725;6726;6727;6728;6729;6730;6731;6732;7153;7154;7155;7156;7157;7158;11501;11502;11503;11504;11505;11506;19798;28119;28120;28121;28122;28123;28124;28714;28715;28716;28717;35958;35959;43897;43898;43899;44893;44894;44978;44979;46062;46063;50494;50495;50496;50497;50498;50623;50624	6723;7154;7158;11506;19798;28121;28124;28717;35958;43898;43899;44894;44978;46062;50498;50624	298	13
Q9WTX5	Q9WTX5	1	1	1	S-phase kinase-associated protein 1	Skp1	S-phase kinase-associated protein 1 OS=Mus musculus OX=10090 GN=Skp1 PE=1 SV=3	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	10.4	10.4	10.4	18.672	163	163	0.00055066	11.91	By MS/MS							By MS/MS	By MS/MS	10.4	0	0	0	0	0	0	10.4	10.4	5869100	1817600	0	0	0	0	0	0	2728800	1322700	586910	181760	0	0	0	0	0	0	272880	132270	0	0	0	0	0	0	0	0	872660	1	0	0	0	0	0	0	1	1	3				2381	12576	True	12875	77006;77007;77008	43901;43902;43903	43902		
Q9WU78	Q9WU78	18	18	18	Programmed cell death 6-interacting protein	Pdcd6ip	Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3	1	18	18	18	12	12	14	7	6	3	5	18	14	12	12	14	7	6	3	5	18	14	12	12	14	7	6	3	5	18	14	25.7	25.7	25.7	96.023	869	869	0	146.92	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	14.8	12.9	16.9	10.1	8.9	5.1	7	25.7	16.9	409900000	99431000	35739000	74284000	19563000	4432900	1660700	3224800	93286000	78279000	8910900	2161500	776940	1614900	425280	96368	36102	70104	2028000	1701700	89002000	78890000	95784000	53546000	60777000	25296000	28713000	69727000	47531000	9	5	6	1	1	0	0	18	7	47				2382	1551;1864;1865;3163;4025;4443;7349;8159;8160;9158;9403;9808;10105;11693;11694;12206;12989;13075	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1581;1900;1901;3227;4101;4523;7495;8317;8318;9359;9635;10052;10355;11972;11973;12497;13295;13382	9551;11521;11522;11523;11524;11525;11526;11527;11528;11529;11530;11531;11532;11533;11534;11535;11536;11537;11538;11539;11540;11541;11542;11543;19374;24671;24672;24673;26866;26867;26868;45094;45095;45096;45097;45098;50122;50123;50124;50125;50126;50127;50128;50129;50130;50131;50132;50133;50134;50135;50136;56101;56102;56103;56104;56105;57621;57622;60124;60125;60126;60127;60128;60129;62085;62086;71477;71478;71479;71480;71481;71482;71483;71484;71485;71486;71487;74608;74609;74610;74611;74612;74613;74614;74615;74616;74617;74618;74619;74620;74621;74622;79365;79366;79367;79368;79369;79370;79371;79372;79921;79922;79923;79924;79925;79926;79927;79928;79929;79930;79931	5503;6744;6745;6746;6747;6748;6749;6750;6751;6752;6753;6754;11417;14440;15651;15652;25711;28442;28443;28444;28445;28446;31736;32561;32562;34056;34057;34058;35177;40565;40566;40567;40568;42391;42392;42393;42394;42395;42396;42397;42398;42399;45237;45238;45538;45539;45540;45541	5503;6744;6746;11417;14440;15652;25711;28442;28443;31736;32561;34056;35177;40567;40568;42391;45238;45539		
